device_id,firmware_version,timestamp,error_code,severity,model,region
DEV_0146,10.69.7,2046-01-11 00:00:00,ERR_NETWORK_105,medium,Roku Ultra,APAC
DEV_0336,10.69.7,2045-12-21 00:00:00,ERR_BOOT_103,low,Roku Ultra,LATAM
DEV_0459,10.70.0,2046-01-02 00:00:00,ERR_BOOT_109,low,Roku Express,APAC
DEV_0467,10.70.0,2045-12-25 00:00:00,ERR_STREAM_102,medium,Roku Ultra,EU
DEV_0354,10.70.0,2046-01-09 00:00:00,ERR_BOOT_101,medium,Roku Ultra,APAC
DEV_0151,10.70.0,2046-02-11 00:00:00,ERR_NETWORK_103,medium,Roku Ultra,EU
DEV_0159,10.70.0,2046-01-15 00:00:00,ERR_UPDATE_108,medium,Roku Ultra,NA
DEV_0211,10.70.0,2045-12-26 00:00:00,ERR_BOOT_105,low,Roku Streaming Stick+,LATAM
DEV_0325,10.70.0,2046-01-19 00:00:00,ERR_STREAM_109,medium,Roku Premiere,EU
DEV_0198,10.70.0,2046-02-03 00:00:00,ERR_BOOT_104,low,Roku Ultra,EU
DEV_0244,10.70.0,2046-01-31 00:00:00,ERR_NETWORK_106,medium,Roku Express,NA
DEV_0459,10.70.0,2046-01-06 00:00:00,ERR_NETWORK_102,high,Roku Express,EU
DEV_0031,10.70.0,2045-12-22 00:00:00,ERR_CRASH_104,medium,Roku Premiere,LATAM
DEV_0101,10.70.0,2046-01-17 00:00:00,ERR_UPDATE_107,medium,Roku TV,LATAM
DEV_0064,10.70.0,2046-02-08 00:00:00,ERR_UPDATE_106,low,Roku Streaming Stick+,EU
DEV_0497,10.70.0,2045-12-29 00:00:00,ERR_NETWORK_106,low,Roku Express,NA
DEV_0035,10.70.0,2046-01-11 00:00:00,ERR_BOOT_103,medium,Roku Premiere,APAC
DEV_0386,10.70.0,2046-02-08 00:00:00,ERR_CRASH_104,high,Roku Streaming Stick+,EU
DEV_0070,10.70.0,2046-01-21 00:00:00,ERR_CRASH_103,low,Roku Streaming Stick+,LATAM
DEV_0411,10.70.0,2046-01-25 00:00:00,ERR_BOOT_108,medium,Roku Express,EU
DEV_0267,10.70.0,2046-01-10 00:00:00,ERR_BOOT_108,medium,Roku Ultra,EU
DEV_0496,10.70.0,2046-01-03 00:00:00,ERR_NETWORK_104,high,Roku Streaming Stick+,EU
DEV_0461,10.70.0,2046-01-24 00:00:00,ERR_BOOT_108,high,Roku Ultra,APAC
DEV_0055,10.70.0,2046-01-24 00:00:00,ERR_BOOT_103,critical,Roku TV,APAC
DEV_0415,10.70.0,2046-02-11 00:00:00,ERR_STREAM_100,low,Roku Premiere,NA
DEV_0214,10.70.0,2045-12-30 00:00:00,ERR_NETWORK_101,medium,Roku Ultra,NA
DEV_0279,10.70.0,2046-01-31 00:00:00,ERR_STREAM_101,low,Roku TV,LATAM
DEV_0183,10.70.0,2046-01-09 00:00:00,ERR_NETWORK_103,low,Roku Streaming Stick+,NA
DEV_0199,10.70.0,2046-01-28 00:00:00,ERR_CRASH_107,low,Roku Streaming Stick+,EU
DEV_0267,10.70.0,2046-01-31 00:00:00,ERR_NETWORK_108,low,Roku TV,EU
DEV_0079,10.70.0,2046-01-30 00:00:00,ERR_STREAM_106,low,Roku TV,APAC
DEV_0343,10.70.0,2046-01-27 00:00:00,ERR_BOOT_101,high,Roku Streaming Stick+,APAC
DEV_0198,10.70.0,2046-01-11 00:00:00,ERR_CRASH_105,high,Roku Streaming Stick+,APAC
DEV_0076,10.70.0,2046-01-03 00:00:00,ERR_STREAM_108,low,Roku Ultra,APAC
DEV_0006,10.70.0,2046-01-01 00:00:00,ERR_BOOT_103,high,Roku Premiere,LATAM
DEV_0114,10.70.0,2046-01-11 00:00:00,ERR_NETWORK_107,medium,Roku Ultra,NA
DEV_0278,10.70.0,2045-12-27 00:00:00,ERR_BOOT_105,medium,Roku Streaming Stick+,LATAM
DEV_0126,10.70.0,2046-01-28 00:00:00,ERR_STREAM_103,high,Roku Premiere,APAC
DEV_0427,10.70.0,2046-01-18 00:00:00,ERR_UPDATE_102,medium,Roku Streaming Stick+,LATAM
DEV_0371,10.70.0,2046-01-22 00:00:00,ERR_STREAM_104,high,Roku Premiere,NA
DEV_0171,10.70.0,2046-02-02 00:00:00,ERR_UPDATE_105,low,Roku Express,NA
DEV_0345,10.70.0,2046-01-26 00:00:00,ERR_STREAM_106,medium,Roku TV,NA
DEV_0434,10.70.0,2046-02-11 00:00:00,ERR_NETWORK_101,critical,Roku Ultra,EU
DEV_0115,10.70.0,2046-01-09 00:00:00,ERR_STREAM_102,medium,Roku Ultra,LATAM
DEV_0004,10.70.0,2046-01-22 00:00:00,ERR_NETWORK_106,medium,Roku Premiere,LATAM
DEV_0086,10.70.0,2046-01-07 00:00:00,ERR_STREAM_103,low,Roku Streaming Stick+,EU
DEV_0249,10.70.0,2045-12-22 00:00:00,ERR_UPDATE_108,medium,Roku Ultra,LATAM
DEV_0266,10.70.0,2046-01-07 00:00:00,ERR_NETWORK_101,low,Roku Express,LATAM
DEV_0401,10.70.0,2046-01-06 00:00:00,ERR_NETWORK_108,low,Roku TV,NA
DEV_0417,10.70.0,2046-02-07 00:00:00,ERR_STREAM_105,medium,Roku Ultra,LATAM
DEV_0015,10.70.0,2045-12-28 00:00:00,ERR_CRASH_107,low,Roku Streaming Stick+,LATAM
DEV_0109,10.70.0,2046-02-09 00:00:00,ERR_CRASH_102,low,Roku Ultra,EU
DEV_0360,10.70.0,2046-02-11 00:00:00,ERR_BOOT_100,low,Roku Streaming Stick+,LATAM
DEV_0143,10.70.0,2045-12-25 00:00:00,ERR_NETWORK_100,medium,Roku Streaming Stick+,LATAM
DEV_0487,10.70.0,2045-12-23 00:00:00,ERR_BOOT_103,medium,Roku Ultra,NA
DEV_0157,10.70.0,2046-01-31 00:00:00,ERR_CRASH_104,medium,Roku TV,EU
DEV_0151,10.70.0,2045-12-28 00:00:00,ERR_BOOT_101,low,Roku TV,EU
DEV_0212,10.70.0,2046-02-04 00:00:00,ERR_UPDATE_107,low,Roku Express,LATAM
DEV_0444,10.70.0,2045-12-28 00:00:00,ERR_UPDATE_106,low,Roku Premiere,LATAM
DEV_0189,10.70.0,2046-02-05 00:00:00,ERR_NETWORK_103,low,Roku Express,APAC
DEV_0149,10.70.0,2045-12-22 00:00:00,ERR_STREAM_106,low,Roku Streaming Stick+,LATAM
DEV_0310,10.70.0,2046-01-18 00:00:00,ERR_BOOT_104,high,Roku Express,APAC
DEV_0388,10.70.0,2046-01-25 00:00:00,ERR_UPDATE_106,low,Roku Premiere,NA
DEV_0173,10.70.0,2046-01-10 00:00:00,ERR_UPDATE_107,medium,Roku Premiere,EU
DEV_0188,10.70.0,2046-02-03 00:00:00,ERR_CRASH_108,medium,Roku Ultra,LATAM
DEV_0136,10.70.0,2046-01-27 00:00:00,ERR_NETWORK_108,critical,Roku TV,APAC
DEV_0276,10.70.0,2046-02-01 00:00:00,ERR_STREAM_103,medium,Roku Ultra,EU
DEV_0159,10.70.0,2046-01-18 00:00:00,ERR_STREAM_109,high,Roku Express,APAC
DEV_0114,10.70.1,2046-02-22 00:00:00,ERR_CRASH_105,low,Roku Streaming Stick+,NA
DEV_0020,10.70.1,2046-02-07 00:00:00,ERR_NETWORK_103,low,Roku Streaming Stick+,EU
DEV_0129,10.70.1,2046-03-08 00:00:00,ERR_UPDATE_103,high,Roku TV,EU
DEV_0066,10.70.1,2046-02-15 00:00:00,ERR_NETWORK_108,low,Roku TV,EU
DEV_0292,10.70.1,2046-03-08 00:00:00,ERR_CRASH_108,low,Roku Streaming Stick+,APAC
DEV_0011,10.70.1,2046-03-04 00:00:00,ERR_BOOT_106,low,Roku Premiere,EU
DEV_0200,10.70.1,2046-03-08 00:00:00,ERR_BOOT_104,medium,Roku Express,APAC
DEV_0400,10.70.1,2046-01-16 00:00:00,ERR_STREAM_105,medium,Roku Ultra,EU
DEV_0279,10.70.1,2046-03-05 00:00:00,ERR_STREAM_100,low,Roku Ultra,EU
DEV_0364,10.70.1,2046-02-27 00:00:00,ERR_NETWORK_105,high,Roku Streaming Stick+,LATAM
DEV_0471,10.70.1,2046-02-02 00:00:00,ERR_CRASH_103,high,Roku Express,APAC
DEV_0103,10.70.1,2046-02-05 00:00:00,ERR_NETWORK_109,low,Roku TV,LATAM
DEV_0329,10.70.1,2046-03-04 00:00:00,ERR_UPDATE_107,medium,Roku TV,NA
DEV_0276,10.70.1,2046-01-18 00:00:00,ERR_STREAM_102,medium,Roku Express,LATAM
DEV_0043,10.70.1,2046-01-25 00:00:00,ERR_NETWORK_104,critical,Roku Ultra,NA
DEV_0487,10.70.1,2046-01-28 00:00:00,ERR_STREAM_106,high,Roku Express,NA
DEV_0097,10.70.1,2046-01-26 00:00:00,ERR_UPDATE_100,medium,Roku Streaming Stick+,LATAM
DEV_0310,10.70.1,2046-03-03 00:00:00,ERR_STREAM_106,high,Roku TV,NA
DEV_0023,10.70.1,2046-01-16 00:00:00,ERR_NETWORK_106,low,Roku Premiere,APAC
DEV_0119,10.70.1,2046-02-25 00:00:00,ERR_CRASH_109,high,Roku Streaming Stick+,NA
DEV_0259,10.70.1,2046-02-07 00:00:00,ERR_STREAM_105,medium,Roku Premiere,LATAM
DEV_0160,10.70.1,2046-03-01 00:00:00,ERR_UPDATE_105,low,Roku TV,LATAM
DEV_0283,10.70.1,2046-01-23 00:00:00,ERR_STREAM_103,low,Roku TV,LATAM
DEV_0065,10.70.1,2046-01-26 00:00:00,ERR_NETWORK_108,medium,Roku Streaming Stick+,NA
DEV_0454,10.70.1,2046-02-01 00:00:00,ERR_NETWORK_102,medium,Roku Streaming Stick+,LATAM
DEV_0328,10.70.1,2046-01-27 00:00:00,ERR_CRASH_107,low,Roku Premiere,EU
DEV_0384,10.70.1,2046-02-24 00:00:00,ERR_STREAM_104,medium,Roku TV,LATAM
DEV_0269,10.70.1,2046-01-20 00:00:00,ERR_NETWORK_106,high,Roku Streaming Stick+,LATAM
DEV_0044,10.70.1,2046-02-21 00:00:00,ERR_STREAM_102,low,Roku Express,LATAM
DEV_0160,10.70.1,2046-01-22 00:00:00,ERR_CRASH_106,low,Roku Streaming Stick+,LATAM
DEV_0377,10.70.1,2046-02-24 00:00:00,ERR_STREAM_105,medium,Roku Streaming Stick+,NA
DEV_0406,10.70.1,2046-01-18 00:00:00,ERR_STREAM_109,high,Roku Streaming Stick+,NA
DEV_0180,10.70.1,2046-03-03 00:00:00,ERR_UPDATE_107,medium,Roku Streaming Stick+,EU
DEV_0139,10.70.1,2046-02-21 00:00:00,ERR_CRASH_103,medium,Roku Express,APAC
DEV_0471,10.70.1,2046-01-18 00:00:00,ERR_CRASH_104,low,Roku Premiere,EU
DEV_0111,10.70.1,2046-02-10 00:00:00,ERR_STREAM_106,low,Roku Streaming Stick+,APAC
DEV_0062,10.70.1,2046-02-15 00:00:00,ERR_STREAM_104,medium,Roku Streaming Stick+,NA
DEV_0101,10.70.1,2046-02-02 00:00:00,ERR_NETWORK_104,high,Roku Ultra,APAC
DEV_0047,10.70.1,2046-03-06 00:00:00,ERR_NETWORK_105,high,Roku Premiere,EU
DEV_0320,10.70.1,2046-03-04 00:00:00,ERR_NETWORK_103,critical,Roku Streaming Stick+,APAC
DEV_0027,10.70.1,2046-02-04 00:00:00,ERR_CRASH_102,critical,Roku TV,NA
DEV_0291,10.70.1,2046-01-26 00:00:00,ERR_NETWORK_108,low,Roku TV,EU
DEV_0306,10.70.1,2046-02-27 00:00:00,ERR_CRASH_101,medium,Roku Streaming Stick+,EU
DEV_0089,10.70.1,2046-02-22 00:00:00,ERR_UPDATE_100,low,Roku TV,APAC
DEV_0247,10.70.1,2046-02-21 00:00:00,ERR_CRASH_102,low,Roku Premiere,LATAM
DEV_0149,10.70.1,2046-02-23 00:00:00,ERR_STREAM_101,low,Roku Streaming Stick+,APAC
DEV_0231,10.70.1,2046-02-18 00:00:00,ERR_STREAM_100,medium,Roku Streaming Stick+,EU
DEV_0377,10.70.1,2046-03-06 00:00:00,ERR_CRASH_100,high,Roku Premiere,EU
DEV_0241,10.70.1,2046-02-28 00:00:00,ERR_NETWORK_104,medium,Roku Express,EU
DEV_0006,10.70.1,2046-02-05 00:00:00,ERR_NETWORK_101,medium,Roku Streaming Stick+,APAC
DEV_0146,10.70.1,2046-01-31 00:00:00,ERR_NETWORK_101,low,Roku Premiere,NA
DEV_0109,10.70.1,2046-02-07 00:00:00,ERR_NETWORK_103,high,Roku Premiere,APAC
DEV_0492,10.70.1,2046-03-06 00:00:00,ERR_STREAM_100,high,Roku Ultra,NA
DEV_0423,10.70.1,2046-01-26 00:00:00,ERR_UPDATE_106,medium,Roku Premiere,EU
DEV_0432,10.70.1,2046-01-28 00:00:00,ERR_NETWORK_100,low,Roku Express,APAC
DEV_0088,10.70.1,2046-02-25 00:00:00,ERR_UPDATE_107,medium,Roku TV,EU
DEV_0168,10.70.1,2046-01-22 00:00:00,ERR_UPDATE_103,high,Roku Streaming Stick+,APAC
DEV_0494,10.70.1,2046-02-23 00:00:00,ERR_STREAM_108,critical,Roku Premiere,NA
DEV_0350,10.70.1,2046-01-20 00:00:00,ERR_UPDATE_106,low,Roku Ultra,NA
DEV_0092,10.70.1,2046-02-24 00:00:00,ERR_UPDATE_109,low,Roku Ultra,NA
DEV_0341,10.70.2,2046-02-21 00:00:00,ERR_BOOT_109,high,Roku Express,NA
DEV_0387,10.70.2,2046-02-27 00:00:00,ERR_BOOT_101,low,Roku Premiere,EU
DEV_0372,10.70.2,2046-03-09 00:00:00,ERR_UPDATE_101,high,Roku Streaming Stick+,EU
DEV_0485,10.70.2,2046-02-25 00:00:00,ERR_CRASH_107,low,Roku Express,LATAM
DEV_0320,10.70.2,2046-03-22 00:00:00,ERR_CRASH_103,medium,Roku Premiere,EU
DEV_0392,10.70.2,2046-02-17 00:00:00,ERR_NETWORK_103,high,Roku Express,EU
DEV_0450,10.70.2,2046-02-20 00:00:00,ERR_NETWORK_100,medium,Roku Express,APAC
DEV_0193,10.70.2,2046-03-23 00:00:00,ERR_CRASH_101,low,Roku Premiere,APAC
DEV_0380,10.70.2,2046-02-17 00:00:00,ERR_BOOT_108,medium,Roku Streaming Stick+,LATAM
DEV_0295,10.70.2,2046-02-24 00:00:00,ERR_NETWORK_105,high,Roku Streaming Stick+,APAC
DEV_0380,10.70.2,2046-03-11 00:00:00,ERR_CRASH_101,critical,Roku TV,LATAM
DEV_0018,10.70.2,2046-02-08 00:00:00,ERR_STREAM_108,high,Roku Ultra,EU
DEV_0367,10.70.2,2046-02-17 00:00:00,ERR_BOOT_104,medium,Roku TV,NA
DEV_0254,10.70.2,2046-03-05 00:00:00,ERR_CRASH_106,low,Roku Ultra,APAC
DEV_0352,10.70.2,2046-02-18 00:00:00,ERR_NETWORK_102,low,Roku TV,APAC
DEV_0324,10.70.2,2046-02-26 00:00:00,ERR_STREAM_102,low,Roku Express,EU
DEV_0180,10.70.2,2046-03-29 00:00:00,ERR_STREAM_108,low,Roku Express,LATAM
DEV_0330,10.70.2,2046-03-05 00:00:00,ERR_CRASH_106,low,Roku TV,LATAM
DEV_0493,10.70.2,2046-03-03 00:00:00,ERR_UPDATE_105,medium,Roku Ultra,APAC
DEV_0327,10.70.2,2046-03-17 00:00:00,ERR_BOOT_103,low,Roku Premiere,LATAM
DEV_0414,10.70.2,2046-03-28 00:00:00,ERR_STREAM_104,low,Roku TV,APAC
DEV_0267,10.70.2,2046-02-23 00:00:00,ERR_BOOT_103,high,Roku Express,EU
DEV_0353,10.70.2,2046-02-17 00:00:00,ERR_STREAM_108,medium,Roku Express,NA
DEV_0378,10.70.2,2046-03-01 00:00:00,ERR_STREAM_106,medium,Roku TV,APAC
DEV_0001,10.70.2,2046-02-24 00:00:00,ERR_BOOT_108,medium,Roku TV,NA
DEV_0238,10.70.2,2046-02-14 00:00:00,ERR_BOOT_108,medium,Roku TV,LATAM
DEV_0317,10.70.2,2046-03-15 00:00:00,ERR_BOOT_102,medium,Roku TV,EU
DEV_0067,10.70.2,2046-03-06 00:00:00,ERR_NETWORK_105,medium,Roku Express,EU
DEV_0019,10.70.2,2046-03-26 00:00:00,ERR_NETWORK_103,medium,Roku Express,NA
DEV_0162,10.70.2,2046-02-24 00:00:00,ERR_NETWORK_102,critical,Roku Express,EU
DEV_0037,10.70.2,2046-03-12 00:00:00,ERR_NETWORK_105,low,Roku Express,LATAM
DEV_0218,10.70.2,2046-03-26 00:00:00,ERR_NETWORK_102,low,Roku Ultra,APAC
DEV_0133,10.70.2,2046-03-25 00:00:00,ERR_UPDATE_105,medium,Roku Ultra,NA
DEV_0158,10.70.2,2046-03-03 00:00:00,ERR_NETWORK_101,low,Roku Express,APAC
DEV_0458,10.70.2,2046-03-18 00:00:00,ERR_BOOT_104,low,Roku Express,APAC
DEV_0500,10.70.2,2046-02-17 00:00:00,ERR_BOOT_104,medium,Roku Ultra,APAC
DEV_0103,10.70.2,2046-03-01 00:00:00,ERR_NETWORK_104,high,Roku Ultra,NA
DEV_0239,10.70.2,2046-03-25 00:00:00,ERR_CRASH_104,low,Roku Premiere,LATAM
DEV_0106,10.70.2,2046-03-08 00:00:00,ERR_UPDATE_106,medium,Roku Express,NA
DEV_0220,10.70.2,2046-02-14 00:00:00,ERR_BOOT_101,low,Roku Streaming Stick+,APAC
DEV_0014,10.70.2,2046-03-23 00:00:00,ERR_NETWORK_105,medium,Roku Streaming Stick+,NA
DEV_0033,10.70.2,2046-02-09 00:00:00,ERR_UPDATE_105,low,Roku Express,LATAM
DEV_0341,10.70.2,2046-03-19 00:00:00,ERR_NETWORK_105,critical,Roku TV,APAC
DEV_0058,10.70.2,2046-03-26 00:00:00,ERR_NETWORK_104,medium,Roku TV,EU
DEV_0250,10.70.2,2046-03-26 00:00:00,ERR_UPDATE_102,high,Roku Streaming Stick+,APAC
DEV_0293,10.70.2,2046-03-28 00:00:00,ERR_CRASH_102,medium,Roku Premiere,LATAM
DEV_0162,10.70.2,2046-02-18 00:00:00,ERR_CRASH_100,high,Roku Premiere,EU
DEV_0367,10.70.2,2046-02-11 00:00:00,ERR_BOOT_108,low,Roku Express,LATAM
DEV_0021,10.70.2,2046-02-26 00:00:00,ERR_UPDATE_100,low,Roku Streaming Stick+,NA
DEV_0271,10.70.2,2046-03-22 00:00:00,ERR_BOOT_100,low,Roku Streaming Stick+,EU
DEV_0175,10.70.2,2046-02-09 00:00:00,ERR_STREAM_101,medium,Roku Ultra,EU
DEV_0355,10.70.2,2046-02-11 00:00:00,ERR_UPDATE_104,low,Roku TV,APAC
DEV_0184,10.70.2,2046-02-09 00:00:00,ERR_NETWORK_106,medium,Roku Premiere,APAC
DEV_0100,10.70.3,2046-04-14 00:00:00,ERR_UPDATE_105,low,Roku TV,NA
DEV_0058,10.70.3,2046-04-04 00:00:00,ERR_NETWORK_100,low,Roku Streaming Stick+,APAC
DEV_0219,10.70.3,2046-03-23 00:00:00,ERR_UPDATE_108,medium,Roku Ultra,LATAM
DEV_0213,10.70.3,2046-04-24 00:00:00,ERR_CRASH_103,medium,Roku Premiere,EU
DEV_0208,10.70.3,2046-03-23 00:00:00,ERR_BOOT_100,medium,Roku TV,EU
DEV_0196,10.70.3,2046-03-16 00:00:00,ERR_NETWORK_105,medium,Roku Express,NA
DEV_0193,10.70.3,2046-03-16 00:00:00,ERR_NETWORK_100,medium,Roku Premiere,LATAM
DEV_0267,10.70.3,2046-04-28 00:00:00,ERR_NETWORK_101,low,Roku Ultra,APAC
DEV_0456,10.70.3,2046-04-01 00:00:00,ERR_NETWORK_108,medium,Roku TV,NA
DEV_0310,10.70.3,2046-04-14 00:00:00,ERR_NETWORK_100,medium,Roku Express,EU
DEV_0492,10.70.3,2046-04-26 00:00:00,ERR_CRASH_102,medium,Roku Ultra,LATAM
DEV_0494,10.70.3,2046-03-21 00:00:00,ERR_CRASH_101,low,Roku Express,LATAM
DEV_0416,10.70.3,2046-04-09 00:00:00,ERR_UPDATE_109,low,Roku Premiere,LATAM
DEV_0231,10.70.3,2046-04-06 00:00:00,ERR_STREAM_109,low,Roku TV,NA
DEV_0117,10.70.3,2046-04-23 00:00:00,ERR_CRASH_103,high,Roku Streaming Stick+,APAC
DEV_0135,10.70.3,2046-03-17 00:00:00,ERR_STREAM_109,medium,Roku TV,LATAM
DEV_0409,10.70.3,2046-03-23 00:00:00,ERR_BOOT_107,medium,Roku Premiere,APAC
DEV_0266,10.70.3,2046-04-02 00:00:00,ERR_BOOT_103,low,Roku TV,NA
DEV_0176,10.70.3,2046-04-21 00:00:00,ERR_NETWORK_102,medium,Roku Express,APAC
DEV_0377,10.70.3,2046-03-30 00:00:00,ERR_BOOT_102,low,Roku Ultra,EU
DEV_0345,10.70.3,2046-03-28 00:00:00,ERR_STREAM_100,high,Roku Express,LATAM
DEV_0086,10.70.3,2046-03-22 00:00:00,ERR_BOOT_100,critical,Roku TV,LATAM
DEV_0456,10.70.3,2046-03-31 00:00:00,ERR_UPDATE_103,critical,Roku Streaming Stick+,LATAM
DEV_0023,10.70.3,2046-04-03 00:00:00,ERR_CRASH_103,low,Roku Premiere,EU
DEV_0405,10.70.3,2046-03-08 00:00:00,ERR_NETWORK_109,low,Roku Express,LATAM
DEV_0093,10.71.0,2046-04-08 00:00:00,ERR_CRASH_103,high,Roku Express,EU
DEV_0423,10.71.0,2046-04-04 00:00:00,ERR_BOOT_100,low,Roku Streaming Stick+,LATAM
DEV_0064,10.71.0,2046-05-02 00:00:00,ERR_UPDATE_105,medium,Roku TV,LATAM
DEV_0285,10.71.0,2046-04-11 00:00:00,ERR_STREAM_103,critical,Roku Streaming Stick+,LATAM
DEV_0222,10.71.0,2046-04-28 00:00:00,ERR_BOOT_102,low,Roku Ultra,EU
DEV_0027,10.71.0,2046-05-09 00:00:00,ERR_NETWORK_105,high,Roku Express,NA
DEV_0414,10.71.0,2046-05-13 00:00:00,ERR_CRASH_106,medium,Roku Express,NA
DEV_0314,10.71.0,2046-05-03 00:00:00,ERR_UPDATE_101,low,Roku TV,EU
DEV_0486,10.71.0,2046-04-19 00:00:00,ERR_STREAM_102,low,Roku Express,EU
DEV_0289,10.71.0,2046-05-09 00:00:00,ERR_BOOT_108,medium,Roku TV,APAC
DEV_0480,10.71.0,2046-05-12 00:00:00,ERR_NETWORK_102,medium,Roku Streaming Stick+,APAC
DEV_0001,10.71.0,2046-05-11 00:00:00,ERR_STREAM_101,high,Roku Ultra,NA
DEV_0222,10.71.0,2046-05-13 00:00:00,ERR_STREAM_105,low,Roku Streaming Stick+,EU
DEV_0073,10.71.0,2046-05-10 00:00:00,ERR_UPDATE_106,low,Roku Streaming Stick+,NA
DEV_0096,10.71.0,2046-05-14 00:00:00,ERR_CRASH_102,low,Roku Streaming Stick+,LATAM
DEV_0459,10.71.0,2046-04-27 00:00:00,ERR_NETWORK_100,high,Roku Streaming Stick+,EU
DEV_0475,10.71.0,2046-04-23 00:00:00,ERR_NETWORK_109,medium,Roku Ultra,APAC
DEV_0350,10.71.0,2046-04-05 00:00:00,ERR_UPDATE_108,low,Roku Ultra,LATAM
DEV_0145,10.71.0,2046-03-30 00:00:00,ERR_STREAM_101,low,Roku Premiere,NA
DEV_0427,10.71.0,2046-05-07 00:00:00,ERR_CRASH_101,low,Roku Express,NA
DEV_0349,10.71.0,2046-04-23 00:00:00,ERR_BOOT_108,low,Roku TV,NA
DEV_0216,10.71.0,2046-03-29 00:00:00,ERR_NETWORK_100,high,Roku Ultra,APAC
DEV_0182,10.71.0,2046-04-02 00:00:00,ERR_NETWORK_107,low,Roku Ultra,APAC
DEV_0112,10.71.0,2046-05-09 00:00:00,ERR_BOOT_108,medium,Roku Streaming Stick+,LATAM
DEV_0050,10.71.0,2046-05-14 00:00:00,ERR_CRASH_106,high,Roku Ultra,NA
DEV_0371,10.71.0,2046-05-06 00:00:00,ERR_CRASH_104,low,Roku Ultra,NA
DEV_0330,10.71.0,2046-04-07 00:00:00,ERR_STREAM_104,medium,Roku Ultra,APAC
DEV_0459,10.71.0,2046-05-05 00:00:00,ERR_STREAM_108,high,Roku Ultra,LATAM
DEV_0485,10.71.0,2046-04-10 00:00:00,ERR_STREAM_101,high,Roku Express,APAC
DEV_0114,10.71.0,2046-04-26 00:00:00,ERR_NETWORK_103,high,Roku Streaming Stick+,EU
DEV_0492,10.71.0,2046-04-26 00:00:00,ERR_BOOT_109,high,Roku Ultra,NA
DEV_0490,10.71.0,2046-05-13 00:00:00,ERR_CRASH_109,medium,Roku Premiere,APAC
DEV_0079,10.71.0,2046-04-11 00:00:00,ERR_BOOT_100,high,Roku Premiere,APAC
DEV_0437,10.71.0,2046-04-06 00:00:00,ERR_UPDATE_100,high,Roku Express,APAC
DEV_0195,10.71.0,2046-05-14 00:00:00,ERR_NETWORK_101,low,Roku Ultra,NA
DEV_0384,10.71.0,2046-05-16 00:00:00,ERR_STREAM_102,medium,Roku TV,LATAM
DEV_0304,10.71.0,2046-04-16 00:00:00,ERR_NETWORK_104,medium,Roku Streaming Stick+,EU
DEV_0004,10.71.0,2046-04-05 00:00:00,ERR_STREAM_108,medium,Roku Express,EU
DEV_0373,10.71.0,2046-04-18 00:00:00,ERR_STREAM_102,medium,Roku Premiere,LATAM
DEV_0377,10.71.0,2046-05-07 00:00:00,ERR_CRASH_104,medium,Roku TV,NA
DEV_0019,10.71.0,2046-04-16 00:00:00,ERR_BOOT_101,high,Roku TV,EU
DEV_0375,10.71.0,2046-05-16 00:00:00,ERR_STREAM_104,low,Roku Premiere,EU
DEV_0056,10.71.0,2046-04-04 00:00:00,ERR_NETWORK_106,low,Roku Ultra,LATAM
DEV_0150,10.71.0,2046-04-18 00:00:00,ERR_NETWORK_101,low,Roku Streaming Stick+,APAC
DEV_0162,10.71.1,2046-06-06 00:00:00,ERR_NETWORK_101,low,Roku TV,APAC
DEV_0418,10.71.1,2046-04-28 00:00:00,ERR_NETWORK_100,low,Roku Streaming Stick+,APAC
DEV_0406,10.71.1,2046-05-13 00:00:00,ERR_STREAM_108,high,Roku Streaming Stick+,APAC
DEV_0299,10.71.1,2046-06-14 00:00:00,ERR_STREAM_103,medium,Roku Ultra,EU
DEV_0184,10.71.1,2046-05-05 00:00:00,ERR_STREAM_103,high,Roku TV,EU
DEV_0002,10.71.1,2046-06-05 00:00:00,ERR_BOOT_105,medium,Roku Premiere,LATAM
DEV_0152,10.71.1,2046-05-07 00:00:00,ERR_NETWORK_107,medium,Roku Premiere,APAC
DEV_0119,10.71.1,2046-05-12 00:00:00,ERR_BOOT_100,low,Roku TV,NA
DEV_0034,10.71.1,2046-06-08 00:00:00,ERR_CRASH_107,low,Roku Ultra,NA
DEV_0361,10.71.1,2046-04-30 00:00:00,ERR_CRASH_101,low,Roku Ultra,LATAM
DEV_0035,10.71.1,2046-04-25 00:00:00,ERR_STREAM_102,low,Roku Streaming Stick+,APAC
DEV_0370,10.71.1,2046-06-08 00:00:00,ERR_UPDATE_105,low,Roku Ultra,APAC
DEV_0011,10.71.1,2046-06-10 00:00:00,ERR_CRASH_108,low,Roku TV,LATAM
DEV_0075,10.71.1,2046-06-08 00:00:00,ERR_UPDATE_109,low,Roku TV,NA
DEV_0454,10.71.1,2046-05-19 00:00:00,ERR_BOOT_102,low,Roku Streaming Stick+,NA
DEV_0195,10.71.1,2046-05-09 00:00:00,ERR_CRASH_106,low,Roku TV,EU
DEV_0458,10.71.1,2046-04-25 00:00:00,ERR_BOOT_109,critical,Roku TV,EU
DEV_0319,10.71.1,2046-05-22 00:00:00,ERR_CRASH_103,high,Roku Ultra,NA
DEV_0004,10.71.1,2046-05-29 00:00:00,ERR_UPDATE_104,high,Roku Premiere,NA
DEV_0398,10.71.1,2046-04-29 00:00:00,ERR_STREAM_105,medium,Roku Premiere,NA
