ticket_id,device_id,firmware_version,created_at,error_code,issue_type,resolution,rma_issued
TKT_691789,DEV_0277,10.9.3,2025-11-06 00:00:00,ERR_UPDATE_109,performance,rma,1
TKT_881934,DEV_0235,10.150.0,2072-11-26 00:00:00,ERR_UPDATE_108,performance,no_issue,0
TKT_796247,DEV_0127,10.11.2,2026-05-15 00:00:00,ERR_UPDATE_107,crash,fixed,0
TKT_219949,DEV_0477,10.33.0,2034-08-18 00:00:00,ERR_CRASH_100,performance,fixed,0
TKT_916506,DEV_0053,10.128.4,2063-11-07 00:00:00,ERR_CRASH_104,connectivity,workaround,0
TKT_207359,DEV_0241,10.121.0,2062-07-24 00:00:00,ERR_CRASH_102,performance,no_issue,0
TKT_370935,DEV_0172,10.110.9,2059-02-27 00:00:00,ERR_BOOT_107,crash,workaround,0
TKT_379081,DEV_0310,10.90.1,2052-03-23 00:00:00,ERR_BOOT_100,crash,workaround,0
TKT_935612,DEV_0222,10.10.1,2026-03-07 00:00:00,ERR_NETWORK_107,performance,rma,1
TKT_587781,DEV_0172,10.27.20,2033-03-18 00:00:00,ERR_UPDATE_102,connectivity,no_issue,0
TKT_264922,DEV_0059,10.30.3,2033-10-04 00:00:00,ERR_BOOT_108,hardware,fixed,0
TKT_419941,DEV_0252,10.7.0,2025-04-09 00:00:00,ERR_STREAM_105,crash,no_issue,0
TKT_807274,DEV_0236,10.12.11,2027-04-25 00:00:00,ERR_STREAM_109,performance,no_issue,0
TKT_396747,DEV_0239,10.157.9,2075-01-15 00:00:00,ERR_NETWORK_102,crash,fixed,0
TKT_661743,DEV_0415,10.110.10,2059-03-29 00:00:00,ERR_STREAM_106,connectivity,rma,1
TKT_745924,DEV_0133,10.91.4,2052-08-18 00:00:00,ERR_CRASH_102,performance,fixed,0
TKT_879230,DEV_0249,10.11.0,2026-02-27 00:00:00,ERR_BOOT_104,performance,no_issue,0
TKT_361312,DEV_0042,10.116.2,2061-03-02 00:00:00,ERR_UPDATE_100,hardware,rma,1
TKT_698284,DEV_0278,10.30.4,2033-11-26 00:00:00,ERR_CRASH_103,hardware,no_issue,0
TKT_851634,DEV_0216,10.26.0,2031-06-30 00:00:00,ERR_UPDATE_101,connectivity,no_issue,0
TKT_772753,DEV_0028,10.103.8,2056-06-06 00:00:00,ERR_UPDATE_109,update_failure,no_issue,0
TKT_415135,DEV_0188,10.176.1,2079-06-11 00:00:00,ERR_STREAM_102,hardware,workaround,0
TKT_176228,DEV_0315,10.65.3,2044-07-28 00:00:00,ERR_NETWORK_106,performance,workaround,0
TKT_137590,DEV_0191,10.128.6,2064-02-26 00:00:00,ERR_NETWORK_106,update_failure,workaround,0
TKT_470566,DEV_0123,10.23.1,2030-05-11 00:00:00,ERR_NETWORK_105,hardware,rma,1
TKT_100740,DEV_0465,10.189.6,2085-10-22 00:00:00,ERR_UPDATE_106,hardware,workaround,0
TKT_735672,DEV_0266,10.196.9,2088-10-02 00:00:00,ERR_CRASH_108,crash,no_issue,0
TKT_388649,DEV_0326,10.159.0,2075-07-31 00:00:00,ERR_CRASH_104,hardware,no_issue,0
TKT_734880,DEV_0077,10.145.1,2071-04-13 00:00:00,ERR_CRASH_103,hardware,no_issue,0
TKT_242038,DEV_0024,10.60.6,2043-01-31 00:00:00,ERR_CRASH_108,update_failure,rma,1
TKT_471528,DEV_0085,10.157.9,2075-01-21 00:00:00,ERR_CRASH_101,crash,rma,1
TKT_789447,DEV_0200,10.107.2,2057-07-05 00:00:00,ERR_STREAM_105,performance,fixed,0
TKT_319934,DEV_0217,10.55.5,2041-04-28 00:00:00,ERR_BOOT_103,hardware,rma,1
TKT_466179,DEV_0411,10.195.1,2087-10-04 00:00:00,ERR_UPDATE_104,crash,workaround,0
TKT_917573,DEV_0018,10.203.5,2091-04-14 00:00:00,ERR_NETWORK_108,connectivity,workaround,0
TKT_249242,DEV_0305,10.164.0,2076-07-12 00:00:00,ERR_STREAM_109,hardware,workaround,0
TKT_654049,DEV_0296,10.17.0,2028-08-30 00:00:00,ERR_CRASH_105,update_failure,fixed,0
TKT_825572,DEV_0395,10.130.2,2064-06-04 00:00:00,ERR_BOOT_101,update_failure,no_issue,0
TKT_316332,DEV_0022,10.143.14,2070-11-18 00:00:00,ERR_UPDATE_103,update_failure,fixed,0
TKT_175713,DEV_0231,10.177.1,2081-04-25 00:00:00,ERR_CRASH_102,hardware,no_issue,0
TKT_300430,DEV_0277,10.143.14,2070-11-07 00:00:00,ERR_NETWORK_108,connectivity,fixed,0
TKT_486186,DEV_0432,10.44.0,2037-09-19 00:00:00,ERR_CRASH_104,connectivity,workaround,0
TKT_566889,DEV_0242,10.167.1,2077-04-11 00:00:00,ERR_UPDATE_104,performance,fixed,0
TKT_506097,DEV_0412,10.111.6,2059-11-04 00:00:00,ERR_UPDATE_102,hardware,workaround,0
TKT_118757,DEV_0261,10.27.3,2031-11-15 00:00:00,ERR_BOOT_105,hardware,workaround,0
TKT_126268,DEV_0383,10.114.1,2060-12-14 00:00:00,ERR_CRASH_107,crash,rma,1
TKT_634370,DEV_0249,10.196.1,2088-01-13 00:00:00,ERR_BOOT_108,connectivity,rma,1
TKT_575750,DEV_0004,10.157.0,2074-07-14 00:00:00,ERR_STREAM_103,crash,workaround,0
TKT_302523,DEV_0091,10.12.10,2027-03-18 00:00:00,ERR_STREAM_108,hardware,workaround,0
TKT_544049,DEV_0443,10.141.2,2068-12-23 00:00:00,ERR_UPDATE_105,connectivity,workaround,0
TKT_891560,DEV_0366,10.105.6,2056-11-30 00:00:00,ERR_CRASH_102,update_failure,fixed,0
TKT_963087,DEV_0203,10.197.3,2089-01-06 00:00:00,ERR_BOOT_100,update_failure,fixed,0
TKT_118462,DEV_0003,10.25.8,2031-02-13 00:00:00,ERR_BOOT_103,performance,fixed,0
TKT_800937,DEV_0380,10.41.8,2037-05-17 00:00:00,ERR_BOOT_105,performance,rma,1
TKT_564011,DEV_0373,10.166.3,2077-03-23 00:00:00,ERR_STREAM_102,crash,rma,1
TKT_761245,DEV_0023,10.89.6,2051-09-29 00:00:00,ERR_STREAM_103,performance,no_issue,0
TKT_760619,DEV_0114,10.98.3,2054-07-08 00:00:00,ERR_STREAM_106,hardware,workaround,0
TKT_264381,DEV_0456,10.118.1,2061-09-02 00:00:00,ERR_CRASH_108,hardware,fixed,0
TKT_572439,DEV_0481,10.164.3,2076-10-04 00:00:00,ERR_NETWORK_101,performance,no_issue,0
TKT_271860,DEV_0217,10.105.5,2056-11-19 00:00:00,ERR_BOOT_101,crash,no_issue,0
TKT_903420,DEV_0131,10.5.2,2025-01-25 00:00:00,ERR_CRASH_108,update_failure,no_issue,0
TKT_200856,DEV_0113,10.18.3,2029-01-29 00:00:00,ERR_BOOT_104,performance,no_issue,0
TKT_262548,DEV_0081,10.157.4,2074-09-08 00:00:00,ERR_UPDATE_104,connectivity,fixed,0
TKT_625416,DEV_0081,10.41.6,2037-02-08 00:00:00,ERR_STREAM_104,hardware,workaround,0
TKT_481476,DEV_0450,10.176.19,2080-07-12 00:00:00,ERR_STREAM_102,connectivity,no_issue,0
TKT_163284,DEV_0294,10.203.4,2091-03-20 00:00:00,ERR_UPDATE_104,hardware,rma,1
TKT_355940,DEV_0495,10.182.2,2082-10-16 00:00:00,ERR_CRASH_105,crash,no_issue,0
TKT_107743,DEV_0416,10.203.0,2090-11-29 00:00:00,ERR_UPDATE_106,hardware,rma,1
TKT_112070,DEV_0390,10.152.0,2073-05-30 00:00:00,ERR_CRASH_100,hardware,no_issue,0
TKT_256178,DEV_0416,10.74.0,2047-09-29 00:00:00,ERR_CRASH_109,connectivity,workaround,0
TKT_988334,DEV_0240,10.80.2,2050-01-12 00:00:00,ERR_NETWORK_107,update_failure,workaround,0
TKT_258051,DEV_0030,10.160.0,2075-08-03 00:00:00,ERR_CRASH_104,update_failure,workaround,0
TKT_914912,DEV_0025,10.110.6,2058-10-13 00:00:00,ERR_CRASH_104,crash,no_issue,0
TKT_128618,DEV_0268,10.197.2,2088-11-08 00:00:00,ERR_BOOT_100,connectivity,workaround,0
TKT_750700,DEV_0332,10.118.0,2061-08-27 00:00:00,ERR_UPDATE_100,update_failure,no_issue,0
TKT_216672,DEV_0152,10.210.0,2092-08-02 00:00:00,ERR_STREAM_103,connectivity,no_issue,0
TKT_561198,DEV_0292,10.102.2,2055-08-17 00:00:00,ERR_CRASH_108,update_failure,rma,1
TKT_184064,DEV_0297,10.50.0,2038-11-07 00:00:00,ERR_NETWORK_106,update_failure,no_issue,0
TKT_378295,DEV_0203,10.103.6,2056-04-18 00:00:00,ERR_UPDATE_106,hardware,rma,1
TKT_238687,DEV_0056,10.49.4,2038-10-25 00:00:00,ERR_BOOT_106,connectivity,workaround,0
TKT_965317,DEV_0490,10.89.10,2052-01-17 00:00:00,ERR_UPDATE_106,crash,fixed,0
TKT_121216,DEV_0292,10.54.1,2040-10-01 00:00:00,ERR_BOOT_105,hardware,workaround,0
TKT_502312,DEV_0135,10.133.1,2066-01-16 00:00:00,ERR_BOOT_101,hardware,no_issue,0
TKT_540587,DEV_0018,10.21.2,2029-09-01 00:00:00,ERR_STREAM_102,crash,fixed,0
TKT_719539,DEV_0226,10.41.5,2037-01-31 00:00:00,ERR_BOOT_108,hardware,workaround,0
TKT_156894,DEV_0119,10.62.1,2043-08-15 00:00:00,ERR_UPDATE_104,hardware,workaround,0
TKT_363661,DEV_0225,10.162.2,2076-01-03 00:00:00,ERR_CRASH_105,connectivity,no_issue,0
TKT_529989,DEV_0129,10.136.4,2067-03-25 00:00:00,ERR_STREAM_101,update_failure,no_issue,0
TKT_766831,DEV_0167,10.197.6,2089-03-21 00:00:00,ERR_CRASH_107,crash,fixed,0
TKT_667377,DEV_0443,10.146.4,2071-09-19 00:00:00,ERR_CRASH_105,update_failure,no_issue,0
TKT_702252,DEV_0465,10.105.5,2056-11-28 00:00:00,ERR_CRASH_105,crash,fixed,0
TKT_292450,DEV_0008,10.101.0,2055-04-16 00:00:00,ERR_NETWORK_105,hardware,fixed,0
TKT_677323,DEV_0043,10.111.0,2059-05-01 00:00:00,ERR_STREAM_104,update_failure,no_issue,0
TKT_618616,DEV_0168,10.130.0,2064-05-17 00:00:00,ERR_UPDATE_106,connectivity,workaround,0
TKT_460232,DEV_0176,10.111.2,2059-07-20 00:00:00,ERR_NETWORK_100,hardware,fixed,0
TKT_374613,DEV_0220,10.174.0,2078-09-04 00:00:00,ERR_NETWORK_106,hardware,workaround,0
TKT_606511,DEV_0421,10.151.1,2073-02-12 00:00:00,ERR_UPDATE_109,performance,rma,1
TKT_821218,DEV_0287,10.60.13,2043-07-09 00:00:00,ERR_CRASH_101,connectivity,fixed,0
TKT_734289,DEV_0430,10.194.7,2087-02-18 00:00:00,ERR_BOOT_101,update_failure,rma,1
TKT_247869,DEV_0341,10.157.0,2074-06-04 00:00:00,ERR_CRASH_104,crash,workaround,0
TKT_484617,DEV_0181,10.59.1,2042-08-01 00:00:00,ERR_CRASH_109,performance,workaround,0
TKT_820939,DEV_0344,10.15.5,2028-06-26 00:00:00,ERR_BOOT_108,connectivity,fixed,0
TKT_175498,DEV_0141,10.194.2,2086-10-08 00:00:00,ERR_NETWORK_105,connectivity,no_issue,0
TKT_967819,DEV_0062,10.79.0,2049-08-20 00:00:00,ERR_CRASH_107,connectivity,no_issue,0
TKT_272046,DEV_0404,10.50.6,2039-04-08 00:00:00,ERR_CRASH_102,hardware,no_issue,0
TKT_151820,DEV_0079,10.154.0,2073-09-16 00:00:00,ERR_UPDATE_107,update_failure,workaround,0
TKT_226713,DEV_0383,10.136.4,2067-02-21 00:00:00,ERR_UPDATE_105,crash,fixed,0
TKT_748012,DEV_0283,10.103.6,2056-05-25 00:00:00,ERR_NETWORK_108,update_failure,fixed,0
TKT_684417,DEV_0230,10.69.5,2045-10-25 00:00:00,ERR_STREAM_103,connectivity,workaround,0
TKT_856713,DEV_0106,10.197.1,2088-11-20 00:00:00,ERR_BOOT_102,update_failure,workaround,0
TKT_385801,DEV_0178,10.139.0,2067-12-09 00:00:00,ERR_STREAM_109,connectivity,no_issue,0
TKT_372262,DEV_0358,10.165.0,2076-11-27 00:00:00,ERR_CRASH_102,connectivity,fixed,0
TKT_938088,DEV_0054,10.62.4,2043-11-30 00:00:00,ERR_UPDATE_109,performance,fixed,0
TKT_452824,DEV_0288,10.143.4,2070-03-25 00:00:00,ERR_BOOT_103,performance,fixed,0
TKT_268532,DEV_0106,10.67.0,2045-02-12 00:00:00,ERR_STREAM_109,hardware,fixed,0
TKT_679740,DEV_0498,10.173.0,2078-09-07 00:00:00,ERR_STREAM_109,crash,no_issue,0
TKT_884168,DEV_0279,10.50.0,2038-11-12 00:00:00,ERR_BOOT_108,performance,fixed,0
TKT_639033,DEV_0240,10.179.2,2081-12-06 00:00:00,ERR_UPDATE_104,performance,fixed,0
TKT_226885,DEV_0109,10.68.2,2045-04-24 00:00:00,ERR_UPDATE_105,update_failure,workaround,0
TKT_485747,DEV_0122,10.92.2,2052-12-05 00:00:00,ERR_NETWORK_108,performance,workaround,0
TKT_165808,DEV_0175,10.72.0,2046-12-30 00:00:00,ERR_UPDATE_101,performance,rma,1
TKT_747277,DEV_0236,10.186.0,2084-09-06 00:00:00,ERR_NETWORK_106,performance,rma,1
TKT_465922,DEV_0302,10.23.1,2030-06-02 00:00:00,ERR_BOOT_101,update_failure,no_issue,0
TKT_373080,DEV_0477,10.131.11,2065-08-30 00:00:00,ERR_NETWORK_104,crash,fixed,0
TKT_102288,DEV_0246,10.49.2,2038-08-20 00:00:00,ERR_NETWORK_103,performance,no_issue,0
TKT_619149,DEV_0437,10.27.4,2031-12-02 00:00:00,ERR_NETWORK_102,connectivity,workaround,0
TKT_677028,DEV_0076,10.27.14,2032-07-28 00:00:00,ERR_BOOT_105,performance,rma,1
TKT_221982,DEV_0167,10.69.4,2045-10-16 00:00:00,ERR_STREAM_104,update_failure,rma,1
TKT_805901,DEV_0286,10.27.20,2033-03-17 00:00:00,ERR_CRASH_108,connectivity,fixed,0
TKT_522715,DEV_0273,10.96.3,2053-12-15 00:00:00,ERR_UPDATE_102,hardware,fixed,0
TKT_536774,DEV_0068,10.174.1,2078-11-23 00:00:00,ERR_STREAM_107,crash,fixed,0
TKT_301042,DEV_0411,10.151.2,2073-03-13 00:00:00,ERR_BOOT_106,connectivity,workaround,0
TKT_706750,DEV_0155,10.87.6,2051-04-18 00:00:00,ERR_NETWORK_104,connectivity,fixed,0
TKT_135415,DEV_0213,10.175.1,2079-01-28 00:00:00,ERR_BOOT_102,performance,fixed,0
TKT_776295,DEV_0002,10.159.0,2075-08-27 00:00:00,ERR_BOOT_101,update_failure,no_issue,0
TKT_466381,DEV_0207,10.20.0,2029-05-29 00:00:00,ERR_STREAM_108,crash,no_issue,0
TKT_303242,DEV_0085,10.81.1,2050-02-01 00:00:00,ERR_CRASH_104,hardware,rma,1
TKT_697171,DEV_0103,10.111.6,2059-10-05 00:00:00,ERR_BOOT_103,update_failure,no_issue,0
TKT_441156,DEV_0307,10.90.1,2052-04-02 00:00:00,ERR_STREAM_100,hardware,workaround,0
TKT_272326,DEV_0111,10.111.1,2059-07-13 00:00:00,ERR_BOOT_101,hardware,no_issue,0
TKT_360781,DEV_0409,10.191.1,2086-01-18 00:00:00,ERR_BOOT_101,crash,fixed,0
TKT_390303,DEV_0107,10.177.1,2081-05-17 00:00:00,ERR_NETWORK_107,performance,no_issue,0
TKT_969107,DEV_0426,10.168.1,2077-07-06 00:00:00,ERR_BOOT_106,update_failure,rma,1
TKT_109482,DEV_0340,10.54.1,2040-10-01 00:00:00,ERR_NETWORK_106,performance,rma,1
TKT_859609,DEV_0116,10.131.10,2065-09-03 00:00:00,ERR_UPDATE_103,hardware,workaround,0
TKT_854525,DEV_0393,10.188.1,2085-06-14 00:00:00,ERR_UPDATE_107,crash,workaround,0
TKT_643545,DEV_0072,10.64.0,2044-06-03 00:00:00,ERR_BOOT_100,connectivity,fixed,0
TKT_736936,DEV_0285,10.69.6,2045-12-21 00:00:00,ERR_STREAM_104,hardware,workaround,0
TKT_973524,DEV_0162,10.139.3,2068-03-04 00:00:00,ERR_UPDATE_105,update_failure,no_issue,0
TKT_207560,DEV_0259,10.166.1,2076-12-20 00:00:00,ERR_CRASH_100,hardware,workaround,0
TKT_897617,DEV_0198,10.122.0,2062-08-31 00:00:00,ERR_STREAM_105,hardware,no_issue,0
TKT_592461,DEV_0456,10.111.8,2059-12-01 00:00:00,ERR_BOOT_109,performance,workaround,0
TKT_353914,DEV_0174,10.57.0,2042-05-21 00:00:00,ERR_STREAM_105,performance,rma,1
TKT_602076,DEV_0458,10.133.4,2066-04-12 00:00:00,ERR_NETWORK_103,update_failure,no_issue,0
TKT_793770,DEV_0214,10.123.3,2062-12-19 00:00:00,ERR_CRASH_109,crash,no_issue,0
TKT_572160,DEV_0087,10.166.3,2077-02-13 00:00:00,ERR_NETWORK_102,hardware,fixed,0
TKT_877829,DEV_0109,10.29.2,2033-08-14 00:00:00,ERR_STREAM_102,connectivity,no_issue,0
TKT_806156,DEV_0040,10.55.14,2041-11-11 00:00:00,ERR_BOOT_102,hardware,workaround,0
TKT_321748,DEV_0020,10.75.4,2049-03-17 00:00:00,ERR_UPDATE_109,update_failure,rma,1
TKT_971330,DEV_0365,10.121.0,2062-08-11 00:00:00,ERR_CRASH_102,performance,no_issue,0
TKT_194123,DEV_0081,10.154.5,2073-12-31 00:00:00,ERR_BOOT_102,performance,fixed,0
TKT_172214,DEV_0024,10.169.2,2078-01-29 00:00:00,ERR_STREAM_102,crash,fixed,0
TKT_662673,DEV_0416,10.74.18,2049-01-18 00:00:00,ERR_STREAM_104,update_failure,no_issue,0
TKT_761725,DEV_0119,10.86.0,2050-10-27 00:00:00,ERR_NETWORK_102,update_failure,no_issue,0
TKT_590782,DEV_0284,10.122.3,2062-10-29 00:00:00,ERR_BOOT_109,performance,workaround,0
TKT_939590,DEV_0177,10.135.0,2066-08-22 00:00:00,ERR_UPDATE_102,connectivity,fixed,0
TKT_787563,DEV_0464,10.154.0,2073-08-28 00:00:00,ERR_UPDATE_106,hardware,workaround,0
TKT_220207,DEV_0224,10.146.4,2071-08-13 00:00:00,ERR_UPDATE_104,connectivity,no_issue,0
TKT_760210,DEV_0346,10.74.16,2048-11-06 00:00:00,ERR_UPDATE_108,update_failure,no_issue,0
TKT_372788,DEV_0162,10.26.0,2031-07-11 00:00:00,ERR_STREAM_108,connectivity,fixed,0
TKT_768030,DEV_0287,10.141.1,2068-12-21 00:00:00,ERR_STREAM_103,update_failure,no_issue,0
TKT_708866,DEV_0146,10.130.4,2064-08-19 00:00:00,ERR_BOOT_103,update_failure,fixed,0
TKT_812236,DEV_0453,10.21.4,2029-10-06 00:00:00,ERR_CRASH_108,hardware,workaround,0
TKT_352059,DEV_0237,10.120.1,2062-02-11 00:00:00,ERR_BOOT_108,hardware,workaround,0
TKT_819220,DEV_0183,10.136.4,2067-03-29 00:00:00,ERR_UPDATE_109,update_failure,fixed,0
TKT_605163,DEV_0267,10.157.9,2075-01-15 00:00:00,ERR_STREAM_101,connectivity,no_issue,0
TKT_604745,DEV_0073,10.134.1,2066-07-31 00:00:00,ERR_NETWORK_106,update_failure,no_issue,0
TKT_161867,DEV_0239,10.205.1,2091-11-14 00:00:00,ERR_UPDATE_109,connectivity,workaround,0
TKT_794473,DEV_0347,10.176.1,2079-06-20 00:00:00,ERR_UPDATE_109,hardware,rma,1
TKT_300004,DEV_0309,10.176.3,2079-07-24 00:00:00,ERR_CRASH_104,connectivity,fixed,0
TKT_670338,DEV_0083,10.8.0,2025-09-30 00:00:00,ERR_CRASH_104,performance,workaround,0
TKT_569320,DEV_0327,10.84.0,2050-07-09 00:00:00,ERR_NETWORK_101,crash,fixed,0
TKT_333006,DEV_0071,10.105.2,2056-08-19 00:00:00,ERR_NETWORK_106,performance,rma,1
TKT_888403,DEV_0420,10.198.0,2089-04-26 00:00:00,ERR_NETWORK_103,crash,rma,1
TKT_524867,DEV_0230,10.68.2,2045-05-11 00:00:00,ERR_NETWORK_104,connectivity,rma,1
TKT_682509,DEV_0377,10.149.0,2072-03-29 00:00:00,ERR_CRASH_107,connectivity,fixed,0
TKT_295917,DEV_0361,10.36.1,2034-11-29 00:00:00,ERR_UPDATE_100,hardware,rma,1
TKT_653233,DEV_0068,10.176.1,2079-05-19 00:00:00,ERR_BOOT_106,performance,fixed,0
TKT_878133,DEV_0490,10.195.0,2087-08-30 00:00:00,ERR_STREAM_106,update_failure,fixed,0
TKT_859301,DEV_0377,10.195.2,2087-11-18 00:00:00,ERR_STREAM_100,performance,no_issue,0
TKT_937145,DEV_0348,10.52.4,2039-09-21 00:00:00,ERR_STREAM_106,update_failure,fixed,0
TKT_705098,DEV_0163,10.153.0,2073-06-29 00:00:00,ERR_NETWORK_104,update_failure,fixed,0
TKT_251887,DEV_0177,10.127.0,2063-06-27 00:00:00,ERR_BOOT_105,update_failure,fixed,0
TKT_220190,DEV_0406,10.147.0,2072-01-01 00:00:00,ERR_STREAM_105,update_failure,fixed,0
TKT_918539,DEV_0457,10.74.17,2048-11-22 00:00:00,ERR_BOOT_100,crash,rma,1
TKT_186273,DEV_0137,10.128.0,2063-08-20 00:00:00,ERR_BOOT_103,update_failure,rma,1
TKT_799704,DEV_0451,10.94.3,2053-03-24 00:00:00,ERR_UPDATE_101,crash,no_issue,0
TKT_713526,DEV_0108,10.133.4,2066-04-03 00:00:00,ERR_BOOT_109,performance,workaround,0
TKT_917710,DEV_0462,10.31.0,2033-12-14 00:00:00,ERR_STREAM_100,hardware,workaround,0
TKT_523431,DEV_0121,10.12.8,2027-01-03 00:00:00,ERR_BOOT_104,update_failure,fixed,0
TKT_395748,DEV_0394,10.82.1,2050-03-13 00:00:00,ERR_NETWORK_108,performance,no_issue,0
TKT_643332,DEV_0194,10.193.1,2086-09-15 00:00:00,ERR_UPDATE_108,crash,fixed,0
TKT_618506,DEV_0190,10.108.2,2057-09-08 00:00:00,ERR_BOOT_101,update_failure,workaround,0
TKT_909433,DEV_0034,10.177.4,2081-06-26 00:00:00,ERR_CRASH_109,crash,fixed,0
TKT_788332,DEV_0098,10.117.3,2061-05-26 00:00:00,ERR_BOOT_104,performance,workaround,0
TKT_132328,DEV_0019,10.177.4,2081-07-01 00:00:00,ERR_STREAM_101,hardware,no_issue,0
TKT_777084,DEV_0497,10.32.3,2034-04-09 00:00:00,ERR_UPDATE_103,crash,workaround,0
TKT_212347,DEV_0357,10.128.0,2063-08-28 00:00:00,ERR_UPDATE_102,performance,rma,1
TKT_564641,DEV_0275,10.131.8,2065-07-04 00:00:00,ERR_UPDATE_107,update_failure,workaround,0
TKT_277989,DEV_0090,10.123.1,2062-12-02 00:00:00,ERR_BOOT_109,hardware,fixed,0
TKT_357593,DEV_0414,10.50.4,2039-03-22 00:00:00,ERR_BOOT_101,crash,workaround,0
TKT_637428,DEV_0150,10.176.5,2079-09-08 00:00:00,ERR_STREAM_104,connectivity,workaround,0
TKT_656471,DEV_0002,10.133.7,2066-04-24 00:00:00,ERR_STREAM_109,update_failure,rma,1
TKT_509526,DEV_0425,10.175.4,2079-03-10 00:00:00,ERR_UPDATE_100,performance,rma,1
TKT_591715,DEV_0161,10.153.0,2073-07-08 00:00:00,ERR_CRASH_106,connectivity,workaround,0
TKT_355931,DEV_0169,10.110.4,2058-08-16 00:00:00,ERR_NETWORK_106,crash,no_issue,0
TKT_369758,DEV_0393,10.176.27,2081-03-20 00:00:00,ERR_UPDATE_107,connectivity,no_issue,0
TKT_808572,DEV_0214,10.109.1,2057-11-19 00:00:00,ERR_CRASH_106,update_failure,rma,1
TKT_180876,DEV_0209,10.203.0,2090-11-30 00:00:00,ERR_BOOT_106,hardware,fixed,0
TKT_767926,DEV_0211,10.66.5,2045-01-30 00:00:00,ERR_NETWORK_105,performance,fixed,0
TKT_741859,DEV_0037,10.53.3,2040-04-05 00:00:00,ERR_STREAM_108,crash,workaround,0
TKT_725866,DEV_0297,10.184.9,2084-06-04 00:00:00,ERR_STREAM_109,performance,no_issue,0
TKT_420912,DEV_0013,10.32.5,2034-07-18 00:00:00,ERR_NETWORK_102,crash,no_issue,0
TKT_114744,DEV_0448,10.110.4,2058-08-15 00:00:00,ERR_CRASH_102,connectivity,workaround,0
TKT_841949,DEV_0107,10.12.5,2026-11-03 00:00:00,ERR_NETWORK_109,crash,workaround,0
TKT_668674,DEV_0110,10.41.8,2037-04-13 00:00:00,ERR_BOOT_101,crash,rma,1
TKT_123084,DEV_0410,10.91.3,2052-07-29 00:00:00,ERR_BOOT_103,connectivity,fixed,0
TKT_906714,DEV_0418,10.169.2,2077-12-21 00:00:00,ERR_NETWORK_105,connectivity,workaround,0
TKT_612726,DEV_0474,10.183.1,2083-01-02 00:00:00,ERR_NETWORK_102,crash,no_issue,0
TKT_654927,DEV_0285,10.55.5,2041-05-25 00:00:00,ERR_UPDATE_105,update_failure,workaround,0
TKT_687258,DEV_0031,10.135.2,2066-09-26 00:00:00,ERR_NETWORK_109,performance,workaround,0
TKT_293161,DEV_0239,10.44.0,2037-10-30 00:00:00,ERR_STREAM_107,connectivity,workaround,0
TKT_379467,DEV_0441,10.53.3,2040-03-08 00:00:00,ERR_STREAM_109,hardware,rma,1
TKT_226351,DEV_0143,10.122.0,2062-09-05 00:00:00,ERR_UPDATE_102,hardware,workaround,0
TKT_615791,DEV_0253,10.61.1,2043-08-07 00:00:00,ERR_CRASH_101,crash,no_issue,0
TKT_526457,DEV_0203,10.25.5,2030-12-08 00:00:00,ERR_STREAM_102,connectivity,fixed,0
TKT_458165,DEV_0091,10.116.2,2061-02-12 00:00:00,ERR_STREAM_106,connectivity,no_issue,0
TKT_809586,DEV_0064,10.25.10,2031-03-30 00:00:00,ERR_UPDATE_102,connectivity,no_issue,0
TKT_279371,DEV_0473,10.176.6,2079-10-11 00:00:00,ERR_UPDATE_101,crash,rma,1
TKT_982658,DEV_0484,10.16.0,2028-07-28 00:00:00,ERR_STREAM_107,connectivity,workaround,0
TKT_780765,DEV_0135,10.40.8,2036-07-24 00:00:00,ERR_STREAM_100,crash,no_issue,0
TKT_827293,DEV_0349,10.91.3,2052-08-28 00:00:00,ERR_UPDATE_101,performance,workaround,0
TKT_813568,DEV_0254,10.118.3,2061-10-26 00:00:00,ERR_CRASH_109,hardware,no_issue,0
TKT_293482,DEV_0244,10.40.3,2036-03-28 00:00:00,ERR_NETWORK_102,update_failure,no_issue,0
TKT_760449,DEV_0488,10.52.7,2040-01-11 00:00:00,ERR_STREAM_102,hardware,fixed,0
TKT_340826,DEV_0495,10.186.4,2084-12-30 00:00:00,ERR_STREAM_105,hardware,rma,1
TKT_670966,DEV_0410,10.15.4,2028-06-11 00:00:00,ERR_NETWORK_102,performance,no_issue,0
TKT_845616,DEV_0349,10.176.7,2079-10-27 00:00:00,ERR_CRASH_107,crash,workaround,0
TKT_980054,DEV_0079,10.143.6,2070-05-10 00:00:00,ERR_CRASH_101,performance,no_issue,0
TKT_179293,DEV_0173,10.60.4,2042-11-11 00:00:00,ERR_UPDATE_109,connectivity,fixed,0
TKT_672907,DEV_0182,10.32.5,2034-06-14 00:00:00,ERR_NETWORK_102,crash,workaround,0
TKT_723150,DEV_0387,10.120.6,2062-07-08 00:00:00,ERR_CRASH_106,crash,no_issue,0
TKT_730616,DEV_0175,10.38.3,2035-06-11 00:00:00,ERR_NETWORK_108,hardware,no_issue,0
TKT_863157,DEV_0498,10.157.1,2074-06-28 00:00:00,ERR_STREAM_108,performance,fixed,0
TKT_241932,DEV_0127,10.157.8,2074-12-24 00:00:00,ERR_BOOT_109,update_failure,rma,1
TKT_609596,DEV_0337,10.162.1,2075-12-18 00:00:00,ERR_UPDATE_102,performance,workaround,0
